STATION,LINENAME,DATE,HOUR,ENTRIES,EXITS,CROWD_LEVEL
R16,W,07/21/2025,18,511,791,5
R16,W,07/21/2025,19,517,837,4
R16,W,07/21/2025,20,150,95,4
R16,W,07/21/2025,21,119,145,2
R16,W,07/21/2025,22,187,152,3
R16,W,07/21/2025,23,194,93,3
R16,W,07/22/2025,0,192,95,5
R16,W,07/22/2025,1,181,139,2
R16,W,07/22/2025,2,121,148,3
R16,W,07/22/2025,3,160,108,5
R16,W,07/22/2025,4,206,116,3
R16,W,07/22/2025,5,163,134,3
R16,W,07/22/2025,6,173,125,3
R16,W,07/22/2025,7,836,468,4
R16,W,07/22/2025,8,800,507,4
R16,W,07/22/2025,9,769,450,3
R16,W,07/22/2025,10,512,374,3
R16,W,07/22/2025,11,514,410,3
R16,W,07/22/2025,12,539,361,5
R16,W,07/22/2025,13,528,408,3
R16,W,07/22/2025,14,470,393,3
R16,W,07/22/2025,15,527,381,3
R16,W,07/22/2025,16,522,426,5
R16,W,07/22/2025,17,434,833,4
R16,W,07/22/2025,18,457,810,3
R16,W,07/22/2025,19,430,793,3
R16,W,07/22/2025,20,158,127,4
R16,W,07/22/2025,21,153,123,3
R16,W,07/22/2025,22,208,139,3
R16,W,07/22/2025,23,125,156,3
R16,W,07/23/2025,0,147,92,1
R16,W,07/23/2025,1,152,165,3
R16,W,07/23/2025,2,174,144,4
R16,W,07/23/2025,3,198,143,4
R16,W,07/23/2025,4,126,122,3
R16,W,07/23/2025,5,185,128,5
R16,W,07/23/2025,6,185,120,3
R16,W,07/23/2025,7,792,490,3
R16,W,07/23/2025,8,800,512,4
R16,W,07/23/2025,9,795,504,3
R16,W,07/23/2025,10,465,422,3
R16,W,07/23/2025,11,541,377,3
R16,W,07/23/2025,12,497,428,2
R16,W,07/23/2025,13,473,389,3
R16,W,07/23/2025,14,539,423,2
R16,W,07/23/2025,15,548,404,5
R16,W,07/23/2025,16,520,419,3
R16,W,07/23/2025,17,455,836,3
R16,W,07/23/2025,18,461,834,3
R16,W,07/23/2025,19,501,786,3
R16,W,07/23/2025,20,150,88,1
R16,W,07/23/2025,21,175,115,3
R16,W,07/23/2025,22,169,148,3
R16,W,07/23/2025,23,185,160,3
R16,W,07/24/2025,0,190,123,3
R16,W,07/24/2025,1,192,110,3
R16,W,07/24/2025,2,160,155,3
R16,W,07/24/2025,3,178,140,3
R16,W,07/24/2025,4,151,147,5
R16,W,07/24/2025,5,207,109,3
R16,W,07/24/2025,6,116,103,3
R16,W,07/24/2025,7,842,514,4
R16,W,07/24/2025,8,809,506,4
R16,W,07/24/2025,9,756,455,3
R16,W,07/24/2025,10,458,431,3
R16,W,07/24/2025,11,544,367,3
R16,W,07/24/2025,12,512,395,3
R16,W,07/24/2025,13,502,429,3
R16,W,07/24/2025,14,548,370,3
R16,W,07/24/2025,15,463,412,3
R16,W,07/24/2025,16,499,437,3
R16,W,07/24/2025,17,499,822,5
R16,W,07/24/2025,18,466,769,3
R16,W,07/24/2025,19,453,804,3
R16,W,07/24/2025,20,170,167,3
R16,W,07/24/2025,21,175,149,3
R16,W,07/24/2025,22,142,126,4
R16,W,07/24/2025,23,182,146,5
R16,W,07/25/2025,0,125,90,2
R16,W,07/25/2025,1,165,133,3
R16,W,07/25/2025,2,120,166,2
R16,W,07/25/2025,3,114,129,3
R16,W,07/25/2025,4,182,153,2
R16,W,07/25/2025,5,119,116,2
R16,W,07/25/2025,6,119,113,1
R16,W,07/25/2025,7,835,470,3
R16,W,07/25/2025,8,754,508,3
R16,W,07/25/2025,9,792,450,3
R16,W,07/25/2025,10,463,424,3
R16,W,07/25/2025,11,464,367,4
R16,W,07/25/2025,12,549,438,3
R16,W,07/25/2025,13,458,361,5
R16,W,07/25/2025,14,521,365,3
R16,W,07/25/2025,15,528,370,3
R16,W,07/25/2025,16,495,420,3
R16,W,07/25/2025,17,475,824,2
R16,W,07/25/2025,18,464,785,3
R16,W,07/25/2025,19,487,773,3
R16,W,07/25/2025,20,116,93,2
R16,W,07/25/2025,21,169,93,4
R16,W,07/25/2025,22,115,131,5
R16,W,07/25/2025,23,174,109,3
R16,W,07/26/2025,0,157,130,3
R16,W,07/26/2025,1,135,139,3
R16,W,07/26/2025,2,133,93,2
R16,W,07/26/2025,3,177,163,4
R16,W,07/26/2025,4,201,118,3
R16,W,07/26/2025,5,187,124,3
R16,W,07/26/2025,6,174,129,3
R16,W,07/26/2025,7,850,519,5
R16,W,07/26/2025,8,782,520,5
R16,W,07/26/2025,9,791,503,3
R16,W,07/26/2025,10,549,377,3
R16,W,07/26/2025,11,467,372,3
R16,W,07/26/2025,12,472,384,3
R16,W,07/26/2025,13,493,399,3
R16,W,07/26/2025,14,543,419,2
R16,W,07/26/2025,15,521,400,4
R16,W,07/26/2025,16,486,409,4
R16,W,07/26/2025,17,529,760,3
R16,W,07/26/2025,18,434,809,4
R16,W,07/26/2025,19,443,834,3
R16,W,07/26/2025,20,174,165,3
R16,W,07/26/2025,21,133,116,3
R16,W,07/26/2025,22,138,95,2
R16,W,07/26/2025,23,124,101,2
R16,W,07/27/2025,0,146,167,3
R16,W,07/27/2025,1,196,162,3
R16,W,07/27/2025,2,180,132,3
R16,W,07/27/2025,3,161,105,3
R16,W,07/27/2025,4,188,116,3
R16,W,07/27/2025,5,125,164,3
R16,W,07/27/2025,6,192,129,3
R16,W,07/27/2025,7,809,452,3
R16,W,07/27/2025,8,777,503,3
R16,W,07/27/2025,9,793,481,3
R16,W,07/27/2025,10,519,386,5
R16,W,07/27/2025,11,504,386,3
R16,W,07/27/2025,12,484,369,3
R16,W,07/27/2025,13,473,383,2
R16,W,07/27/2025,14,473,382,3
R16,W,07/27/2025,15,540,399,3
R16,W,07/27/2025,16,528,415,3
R16,W,07/27/2025,17,510,768,3
R16,W,07/27/2025,18,430,813,3
R16,W,07/27/2025,19,504,767,3
R16,W,07/27/2025,20,112,105,2
R16,W,07/27/2025,21,140,119,4
R16,W,07/27/2025,22,132,141,3
R16,W,07/27/2025,23,126,93,2
R16,W,07/28/2025,0,155,115,3
R16,W,07/28/2025,1,190,107,3
R16,W,07/28/2025,2,131,110,3
R16,W,07/28/2025,3,121,113,3
R16,W,07/28/2025,4,157,158,3
R16,W,07/28/2025,5,169,123,4
R16,W,07/28/2025,6,120,142,5
R16,W,07/28/2025,7,796,489,3
R16,W,07/28/2025,8,821,519,4
R16,W,07/28/2025,9,785,491,2
R16,W,07/28/2025,10,542,383,3
R16,W,07/28/2025,11,474,377,3
R16,W,07/28/2025,12,506,423,3
R16,W,07/28/2025,13,510,398,3
R16,W,07/28/2025,14,546,411,3
R16,W,07/28/2025,15,481,388,3
R16,W,07/28/2025,16,455,410,3
R16,W,07/28/2025,17,465,789,3
R16,W,07/28/2025,18,447,797,3
R16,W,07/28/2025,19,497,798,3
R16,W,07/28/2025,20,159,118,3
R16,W,07/28/2025,21,146,103,3
R16,W,07/28/2025,22,161,146,3
R16,W,07/28/2025,23,196,90,3
R16,W,07/29/2025,0,124,124,2
R16,W,07/29/2025,1,123,166,3
R16,W,07/29/2025,2,142,137,3
R16,W,07/29/2025,3,196,118,5
R16,W,07/29/2025,4,185,136,3
R16,W,07/29/2025,5,136,167,3
R16,W,07/29/2025,6,121,154,3
R16,W,07/29/2025,7,830,459,3
R16,W,07/29/2025,8,815,470,3
R16,W,07/29/2025,9,786,471,4
R16,W,07/29/2025,10,486,390,3
R16,W,07/29/2025,11,549,405,3
R16,W,07/29/2025,12,531,370,3
R16,W,07/29/2025,13,482,393,3
R16,W,07/29/2025,14,501,370,3
R16,W,07/29/2025,15,477,370,3
R16,W,07/29/2025,16,485,405,3
R16,W,07/29/2025,17,503,833,5
R16,W,07/29/2025,18,469,769,5
R16,W,07/29/2025,19,458,781,3
R16,W,07/29/2025,20,111,160,4
R16,W,07/29/2025,21,186,161,3
R16,W,07/29/2025,22,123,110,2
R16,W,07/29/2025,23,185,161,3
R17,N,06/29/2025,0,206,127,5
R17,N,06/29/2025,1,149,141,3
R17,N,06/29/2025,2,180,132,3
R17,N,06/29/2025,3,130,149,3
R17,N,06/29/2025,4,116,155,5
R17,N,06/29/2025,5,120,133,3
R17,N,06/29/2025,6,206,159,3
R17,N,06/29/2025,7,820,442,3
R17,N,06/29/2025,8,793,473,3
R17,N,06/29/2025,9,840,514,4
R17,N,06/29/2025,10,459,401,2
R17,N,06/29/2025,11,492,386,3
R17,N,06/29/2025,12,477,360,2
R17,N,06/29/2025,13,521,395,3
R17,N,06/29/2025,14,501,378,3
R17,N,06/29/2025,15,470,405,3
R17,N,06/29/2025,16,509,365,3
R17,N,06/29/2025,17,450,826,3
R17,N,06/29/2025,18,493,783,4
R17,N,06/29/2025,19,481,811,3
R17,N,06/29/2025,20,160,131,3
R17,N,06/29/2025,21,201,104,3
R17,N,06/29/2025,22,202,157,3
R17,N,06/29/2025,23,122,107,2
R17,N,06/30/2025,0,128,104,2
R17,N,06/30/2025,1,189,140,4
R17,N,06/30/2025,2,125,104,2
R17,N,06/30/2025,3,164,165,5
R17,N,06/30/2025,4,161,146,3
R17,N,06/30/2025,5,193,133,2
R17,N,06/30/2025,6,191,124,3
R17,N,06/30/2025,7,765,485,5
R17,N,06/30/2025,8,834,515,4
R17,N,06/30/2025,9,784,511,3
R17,N,06/30/2025,10,482,365,3
R17,N,06/30/2025,11,451,363,2
R17,N,06/30/2025,12,527,439,3
R17,N,06/30/2025,13,479,423,3
R17,N,06/30/2025,14,486,384,3
R17,N,06/30/2025,15,550,422,3
R17,N,06/30/2025,16,499,437,3
R17,N,06/30/2025,17,448,800,3
R17,N,06/30/2025,18,458,760,5
R17,N,06/30/2025,19,479,828,4
R17,N,06/30/2025,20,168,114,3
R17,N,06/30/2025,21,170,136,3
R17,N,06/30/2025,22,181,157,2
R17,N,06/30/2025,23,194,115,3
R17,N,07/01/2025,0,141,95,2
R17,N,07/01/2025,1,124,141,3
R17,N,07/01/2025,2,178,143,3
R17,N,07/01/2025,3,156,128,3
R17,N,07/01/2025,4,133,99,2
R17,N,07/01/2025,5,160,120,5
R17,N,07/01/2025,6,143,119,3
R17,N,07/01/2025,7,787,488,3
R17,N,07/01/2025,8,811,508,4
R17,N,07/01/2025,9,830,516,4
R17,N,07/01/2025,10,529,440,3
R17,N,07/01/2025,11,494,428,2
R17,N,07/01/2025,12,508,389,2
R17,N,07/01/2025,13,480,361,3
R17,N,07/01/2025,14,466,394,3
R17,N,07/01/2025,15,472,408,3
R17,N,07/01/2025,16,547,374,3
R17,N,07/01/2025,17,480,834,4
R17,N,07/01/2025,18,502,771,3
R17,N,07/01/2025,19,517,838,4
R17,N,07/01/2025,20,113,112,2
R17,N,07/01/2025,21,154,163,3
R17,N,07/01/2025,22,180,143,3
R17,N,07/01/2025,23,206,153,3
R17,N,07/02/2025,0,193,143,3
R17,N,07/02/2025,1,193,101,4
R17,N,07/02/2025,2,191,145,3
R17,N,07/02/2025,3,113,110,2
R17,N,07/02/2025,4,160,110,3
R17,N,07/02/2025,5,140,114,3
R17,N,07/02/2025,6,134,148,3
R17,N,07/02/2025,7,805,519,4
R17,N,07/02/2025,8,821,456,3
R17,N,07/02/2025,9,810,505,4
R17,N,07/02/2025,10,487,415,3
R17,N,07/02/2025,11,455,428,3
R17,N,07/02/2025,12,483,361,3
R17,N,07/02/2025,13,468,428,3
R17,N,07/02/2025,14,533,401,3
R17,N,07/02/2025,15,488,395,3
R17,N,07/02/2025,16,466,422,5
R17,N,07/02/2025,17,468,779,5
R17,N,07/02/2025,18,488,807,5
R17,N,07/02/2025,19,485,804,3
R17,N,07/02/2025,20,196,154,3
R17,N,07/02/2025,21,138,96,2
R17,N,07/02/2025,22,167,103,3
R17,N,07/02/2025,23,146,99,3
R17,N,07/03/2025,0,195,124,3
R17,N,07/03/2025,1,166,157,3
R17,N,07/03/2025,2,178,157,3
R17,N,07/03/2025,3,207,105,3
R17,N,07/03/2025,4,154,134,3
R17,N,07/03/2025,5,184,88,3
R17,N,07/03/2025,6,121,145,3
R17,N,07/03/2025,7,785,502,3
R17,N,07/03/2025,8,801,484,3
R17,N,07/03/2025,9,827,480,4
R17,N,07/03/2025,10,497,425,5
R17,N,07/03/2025,11,510,379,3
R17,N,07/03/2025,12,546,377,3
R17,N,07/03/2025,13,537,412,2
R17,N,07/03/2025,14,456,417,3
R17,N,07/03/2025,15,510,437,3
R17,N,07/03/2025,16,468,429,3
R17,N,07/03/2025,17,467,829,3
R17,N,07/03/2025,18,444,806,3
R17,N,07/03/2025,19,445,824,5
R17,N,07/03/2025,20,205,124,3
R17,N,07/03/2025,21,160,96,3
R17,N,07/03/2025,22,209,140,3
R17,N,07/03/2025,23,195,168,3
R17,N,07/04/2025,0,191,132,3
R17,N,07/04/2025,1,178,168,3
R17,N,07/04/2025,2,148,118,2
R17,N,07/04/2025,3,184,99,3
R17,N,07/04/2025,4,142,89,2
R17,N,07/04/2025,5,151,89,3
R17,N,07/04/2025,6,196,154,3
R17,N,07/04/2025,7,817,472,3
R17,N,07/04/2025,8,797,513,4
R17,N,07/04/2025,9,842,451,3
R17,N,07/04/2025,10,456,395,3
R17,N,07/04/2025,11,530,436,3
R17,N,07/04/2025,12,524,387,3
R17,N,07/04/2025,13,530,373,3
R17,N,07/04/2025,14,529,426,5
R17,N,07/04/2025,15,518,410,3
R17,N,07/04/2025,16,454,412,5
R17,N,07/04/2025,17,440,808,3
R17,N,07/04/2025,18,501,808,4
R17,N,07/04/2025,19,518,829,4
R17,N,07/04/2025,20,210,130,3
R17,N,07/04/2025,21,197,162,3
R17,N,07/04/2025,22,210,155,3
R17,N,07/04/2025,23,157,131,4
R17,N,07/05/2025,0,163,129,3
R17,N,07/05/2025,1,207,96,2
R17,N,07/05/2025,2,144,129,2
R17,N,07/05/2025,3,197,91,5
R17,N,07/05/2025,4,116,139,3
R17,N,07/05/2025,5,205,116,3
R17,N,07/05/2025,6,128,167,3
R17,N,07/05/2025,7,758,512,2
R17,N,07/05/2025,8,849,461,4
R17,N,07/05/2025,9,785,476,3
R17,N,07/05/2025,10,545,361,3
R17,N,07/05/2025,11,541,405,3
R17,N,07/05/2025,12,508,406,3
R17,N,07/05/2025,13,493,427,2
R17,N,07/05/2025,14,550,380,4
R17,N,07/05/2025,15,465,386,3
R17,N,07/05/2025,16,468,439,2
R17,N,07/05/2025,17,473,802,3
R17,N,07/05/2025,18,475,840,5
R17,N,07/05/2025,19,519,836,4
R17,N,07/05/2025,20,150,154,2
R17,N,07/05/2025,21,141,130,3
R17,N,07/05/2025,22,147,130,3
R17,N,07/05/2025,23,118,138,3
R17,N,07/06/2025,0,192,122,3
R17,N,07/06/2025,1,116,119,4
R17,N,07/06/2025,2,187,163,3
R17,N,07/06/2025,3,135,118,3
R17,N,07/06/2025,4,165,89,3
R17,N,07/06/2025,5,162,151,3
R17,N,07/06/2025,6,180,92,2
R17,N,07/06/2025,7,777,470,3
R17,N,07/06/2025,8,789,510,4
R17,N,07/06/2025,9,819,448,3
R17,N,07/06/2025,10,451,398,3
R17,N,07/06/2025,11,516,424,3
R17,N,07/06/2025,12,506,368,2
R17,N,07/06/2025,13,534,368,3
R17,N,07/06/2025,14,532,433,3
R17,N,07/06/2025,15,550,434,3
R17,N,07/06/2025,16,476,415,3
R17,N,07/06/2025,17,516,804,4
R17,N,07/06/2025,18,450,775,3
R17,N,07/06/2025,19,480,808,4
R17,N,07/06/2025,20,160,110,3
R17,N,07/06/2025,21,131,123,4
R17,N,07/06/2025,22,119,100,2
R17,N,07/06/2025,23,156,115,3
R17,N,07/07/2025,0,141,124,3
R17,N,07/07/2025,1,182,131,3
R17,N,07/07/2025,2,206,165,3
R17,N,07/07/2025,3,205,107,3
R17,N,07/07/2025,4,129,165,4
R17,N,07/07/2025,5,210,139,3
R17,N,07/07/2025,6,122,123,3
R17,N,07/07/2025,7,847,440,3
R17,N,07/07/2025,8,776,515,4
R17,N,07/07/2025,9,807,453,3
R17,N,07/07/2025,10,485,375,3
R17,N,07/07/2025,11,491,375,3
R17,N,07/07/2025,12,479,390,4
R17,N,07/07/2025,13,526,362,3
R17,N,07/07/2025,14,528,431,3
R17,N,07/07/2025,15,509,365,3
R17,N,07/07/2025,16,510,361,3
R17,N,07/07/2025,17,432,833,3
R17,N,07/07/2025,18,504,821,4
R17,N,07/07/2025,19,496,824,4
R17,N,07/07/2025,20,185,99,3
R17,N,07/07/2025,21,149,88,2
R17,N,07/07/2025,22,138,145,5
R17,N,07/07/2025,23,187,128,3
R17,N,07/08/2025,0,120,120,5
R17,N,07/08/2025,1,198,120,4
R17,N,07/08/2025,2,198,129,3
R17,N,07/08/2025,3,115,151,2
R17,N,07/08/2025,4,184,162,3
R17,N,07/08/2025,5,158,149,3
R17,N,07/08/2025,6,157,140,3
R17,N,07/08/2025,7,823,510,5
R17,N,07/08/2025,8,814,440,3
R17,N,07/08/2025,9,754,442,5
R17,N,07/08/2025,10,495,427,5
R17,N,07/08/2025,11,471,377,2
R17,N,07/08/2025,12,479,383,3
R17,N,07/08/2025,13,455,378,3
R17,N,07/08/2025,14,498,412,3
R17,N,07/08/2025,15,514,425,3
R17,N,07/08/2025,16,454,395,5
R17,N,07/08/2025,17,514,770,2
R17,N,07/08/2025,18,464,833,3
R17,N,07/08/2025,19,468,760,4
R17,N,07/08/2025,20,205,141,3
R17,N,07/08/2025,21,117,164,3
R17,N,07/08/2025,22,174,123,3
R17,N,07/08/2025,23,173,126,3
R17,N,07/09/2025,0,138,135,2
R17,N,07/09/2025,1,137,168,3
R17,N,07/09/2025,2,182,103,5
R17,N,07/09/2025,3,174,130,3
R17,N,07/09/2025,4,174,107,3
R17,N,07/09/2025,5,165,127,3
R17,N,07/09/2025,6,126,144,3
R17,N,07/09/2025,7,829,511,4
R17,N,07/09/2025,8,833,465,2
R17,N,07/09/2025,9,830,495,4
R17,N,07/09/2025,10,484,397,3
R17,N,07/09/2025,11,467,362,3
R17,N,07/09/2025,12,515,360,3
R17,N,07/09/2025,13,489,417,3
R17,N,07/09/2025,14,452,417,3
R17,N,07/09/2025,15,530,418,3
R17,N,07/09/2025,16,512,385,3
R17,N,07/09/2025,17,441,777,3
R17,N,07/09/2025,18,433,766,3
R17,N,07/09/2025,19,510,815,4
R17,N,07/09/2025,20,196,126,3
R17,N,07/09/2025,21,129,98,2
R17,N,07/09/2025,22,151,98,3
R17,N,07/09/2025,23,131,166,3
R17,N,07/10/2025,0,150,127,3
R17,N,07/10/2025,1,173,91,3
R17,N,07/10/2025,2,208,156,3
R17,N,07/10/2025,3,159,142,3
R17,N,07/10/2025,4,164,138,3
R17,N,07/10/2025,5,201,112,5
R17,N,07/10/2025,6,179,119,5
R17,N,07/10/2025,7,785,485,3
R17,N,07/10/2025,8,825,493,4
R17,N,07/10/2025,9,838,470,3
R17,N,07/10/2025,10,488,392,3
R17,N,07/10/2025,11,486,431,2
R17,N,07/10/2025,12,475,370,3
R17,N,07/10/2025,13,460,404,3
R17,N,07/10/2025,14,526,434,5
R17,N,07/10/2025,15,487,391,3
R17,N,07/10/2025,16,519,429,5
R17,N,07/10/2025,17,474,840,3
R17,N,07/10/2025,18,463,812,3
R17,N,07/10/2025,19,503,794,3
R17,N,07/10/2025,20,115,140,3
R17,N,07/10/2025,21,111,108,2
R17,N,07/10/2025,22,153,122,3
R17,N,07/10/2025,23,160,154,4
R17,N,07/11/2025,0,115,97,2
R17,N,07/11/2025,1,130,105,4
R17,N,07/11/2025,2,127,127,3
R17,N,07/11/2025,3,147,165,3
R17,N,07/11/2025,4,123,137,5
R17,N,07/11/2025,5,174,127,3
R17,N,07/11/2025,6,178,160,3
R17,N,07/11/2025,7,783,461,3
R17,N,07/11/2025,8,757,518,3
R17,N,07/11/2025,9,837,467,4
R17,N,07/11/2025,10,472,393,3
R17,N,07/11/2025,11,494,372,3
R17,N,07/11/2025,12,453,388,3
R17,N,07/11/2025,13,514,428,3
R17,N,07/11/2025,14,508,428,3
R17,N,07/11/2025,15,464,381,3
R17,N,07/11/2025,16,488,364,5
R17,N,07/11/2025,17,468,771,3
R17,N,07/11/2025,18,502,790,3
R17,N,07/11/2025,19,441,831,4
R17,N,07/11/2025,20,168,155,3
R17,N,07/11/2025,21,140,125,2
R17,N,07/11/2025,22,210,158,3
R17,N,07/11/2025,23,145,150,3
R17,N,07/12/2025,0,124,162,3
R17,N,07/12/2025,1,188,109,5
R17,N,07/12/2025,2,189,97,3
R17,N,07/12/2025,3,186,92,2
R17,N,07/12/2025,4,188,166,3
R17,N,07/12/2025,5,144,99,4
R17,N,07/12/2025,6,123,168,3
R17,N,07/12/2025,7,804,472,4
R17,N,07/12/2025,8,820,461,4
R17,N,07/12/2025,9,758,512,3
R17,N,07/12/2025,10,489,412,5
R17,N,07/12/2025,11,479,421,3
R17,N,07/12/2025,12,550,379,3
R17,N,07/12/2025,13,515,405,3
R17,N,07/12/2025,14,456,401,3
R17,N,07/12/2025,15,523,437,3
R17,N,07/12/2025,16,481,440,4
R17,N,07/12/2025,17,441,834,3
R17,N,07/12/2025,18,495,835,4
R17,N,07/12/2025,19,494,819,4
R17,N,07/12/2025,20,154,102,3
R17,N,07/12/2025,21,196,128,2
R17,N,07/12/2025,22,110,154,5
R17,N,07/12/2025,23,178,142,3
R17,N,07/13/2025,0,127,144,2
R17,N,07/13/2025,1,154,88,2
R17,N,07/13/2025,2,187,95,3
R17,N,07/13/2025,3,119,121,3
R17,N,07/13/2025,4,142,101,3
R17,N,07/13/2025,5,177,124,3
R17,N,07/13/2025,6,159,100,3
R17,N,07/13/2025,7,777,458,3
R17,N,07/13/2025,8,839,455,3
R17,N,07/13/2025,9,778,461,3
R17,N,07/13/2025,10,544,417,3
R17,N,07/13/2025,11,544,381,3
R17,N,07/13/2025,12,512,428,4
R17,N,07/13/2025,13,540,369,3
R17,N,07/13/2025,14,451,385,3
R17,N,07/13/2025,15,474,417,3
R17,N,07/13/2025,16,481,384,3
R17,N,07/13/2025,17,503,806,4
R17,N,07/13/2025,18,522,818,4
R17,N,07/13/2025,19,454,762,3
R17,N,07/13/2025,20,176,146,3
R17,N,07/13/2025,21,111,153,3
R17,N,07/13/2025,22,139,126,3
R17,N,07/13/2025,23,148,88,2
R17,N,07/14/2025,0,127,142,3
R17,N,07/14/2025,1,186,107,3
R17,N,07/14/2025,2,209,129,4
R17,N,07/14/2025,3,119,135,3
R17,N,07/14/2025,4,130,157,3
R17,N,07/14/2025,5,193,136,3
R17,N,07/14/2025,6,184,136,3
R17,N,07/14/2025,7,832,503,4
R17,N,07/14/2025,8,818,443,3
R17,N,07/14/2025,9,803,480,2
R17,N,07/14/2025,10,527,433,3
R17,N,07/14/2025,11,456,397,3
R17,N,07/14/2025,12,504,432,3
R17,N,07/14/2025,13,547,384,3
R17,N,07/14/2025,14,463,362,3
R17,N,07/14/2025,15,514,376,3
R17,N,07/14/2025,16,545,365,3
R17,N,07/14/2025,17,512,804,5
R17,N,07/14/2025,18,528,782,4
R17,N,07/14/2025,19,442,836,3
R17,N,07/14/2025,20,116,129,3
R17,N,07/14/2025,21,189,108,3
R17,N,07/14/2025,22,146,155,3
R17,N,07/14/2025,23,165,158,3
R17,N,07/15/2025,0,150,118,3
R17,N,07/15/2025,1,208,131,3
R17,N,07/15/2025,2,118,138,3
R17,N,07/15/2025,3,113,151,3
R17,N,07/15/2025,4,119,129,3
R17,N,07/15/2025,5,155,110,3
R17,N,07/15/2025,6,149,97,4
R17,N,07/15/2025,7,801,496,3
R17,N,07/15/2025,8,792,475,3
R17,N,07/15/2025,9,758,492,3
R17,N,07/15/2025,10,516,434,3
R17,N,07/15/2025,11,519,381,3
R17,N,07/15/2025,12,531,429,3
R17,N,07/15/2025,13,540,367,5
R17,N,07/15/2025,14,532,376,3
R17,N,07/15/2025,15,538,415,3
R17,N,07/15/2025,16,532,430,4
R17,N,07/15/2025,17,497,776,3
R17,N,07/15/2025,18,517,763,3
R17,N,07/15/2025,19,453,773,3
R17,N,07/15/2025,20,116,104,1
R17,N,07/15/2025,21,139,146,2
R17,N,07/15/2025,22,166,105,3
R17,N,07/15/2025,23,152,139,3
R17,N,07/16/2025,0,144,156,3
R17,N,07/16/2025,1,149,121,3
R17,N,07/16/2025,2,179,145,3
R17,N,07/16/2025,3,115,130,3
R17,N,07/16/2025,4,166,107,3
R17,N,07/16/2025,5,166,120,3
R17,N,07/16/2025,6,119,101,2
R17,N,07/16/2025,7,759,471,3
R17,N,07/16/2025,8,777,519,3
R17,N,07/16/2025,9,796,487,3
R17,N,07/16/2025,10,478,376,3
R17,N,07/16/2025,11,534,403,3
R17,N,07/16/2025,12,510,373,3
R17,N,07/16/2025,13,471,382,3
R17,N,07/16/2025,14,468,390,3
R17,N,07/16/2025,15,534,409,3
R17,N,07/16/2025,16,501,437,3
R17,N,07/16/2025,17,463,772,3
R17,N,07/16/2025,18,511,761,5
R17,N,07/16/2025,19,433,779,3
R17,N,07/16/2025,20,171,168,3
R17,N,07/16/2025,21,119,100,2
R17,N,07/16/2025,22,121,168,3
R17,N,07/16/2025,23,180,119,3
R17,N,07/17/2025,0,140,139,2
R17,N,07/17/2025,1,154,153,3
R17,N,07/17/2025,2,186,97,3
R17,N,07/17/2025,3,158,103,3
R17,N,07/17/2025,4,140,144,5
R17,N,07/17/2025,5,210,136,3
R17,N,07/17/2025,6,188,133,3
R17,N,07/17/2025,7,827,451,3
R17,N,07/17/2025,8,771,466,2
R17,N,07/17/2025,9,802,476,3
R17,N,07/17/2025,10,458,364,3
R17,N,07/17/2025,11,460,438,3
R17,N,07/17/2025,12,541,365,3
R17,N,07/17/2025,13,520,406,3
R17,N,07/17/2025,14,523,366,3
R17,N,07/17/2025,15,515,418,3
R17,N,07/17/2025,16,495,439,3
R17,N,07/17/2025,17,530,772,4
R17,N,07/17/2025,18,490,777,4
R17,N,07/17/2025,19,447,815,3
R17,N,07/17/2025,20,180,144,3
R17,N,07/17/2025,21,201,151,3
R17,N,07/17/2025,22,153,88,5
R17,N,07/17/2025,23,117,104,2
R17,N,07/18/2025,0,197,163,3
R17,N,07/18/2025,1,192,139,3
R17,N,07/18/2025,2,206,139,3
R17,N,07/18/2025,3,111,118,2
R17,N,07/18/2025,4,129,130,3
R17,N,07/18/2025,5,195,113,3
R17,N,07/18/2025,6,177,152,4
R17,N,07/18/2025,7,765,480,3
R17,N,07/18/2025,8,846,502,4
R17,N,07/18/2025,9,794,484,3
R17,N,07/18/2025,10,476,429,5
R17,N,07/18/2025,11,498,391,3
R17,N,07/18/2025,12,472,407,2
R17,N,07/18/2025,13,498,435,3
R17,N,07/18/2025,14,501,362,3
R17,N,07/18/2025,15,529,389,2
R17,N,07/18/2025,16,486,395,3
R17,N,07/18/2025,17,527,835,4
R17,N,07/18/2025,18,432,832,3
R17,N,07/18/2025,19,480,800,5
R17,N,07/18/2025,20,176,108,3
R17,N,07/18/2025,21,161,166,3
R17,N,07/18/2025,22,127,102,2
R17,N,07/18/2025,23,184,132,3
R17,N,07/19/2025,0,117,141,5
R17,N,07/19/2025,1,141,91,2
R17,N,07/19/2025,2,179,164,4
R17,N,07/19/2025,3,131,91,1
R17,N,07/19/2025,4,197,119,3
R17,N,07/19/2025,5,136,116,4
R17,N,07/19/2025,6,189,152,3
R17,N,07/19/2025,7,841,514,4
R17,N,07/19/2025,8,846,475,4
R17,N,07/19/2025,9,784,495,3
R17,N,07/19/2025,10,502,435,4
R17,N,07/19/2025,11,478,409,3
R17,N,07/19/2025,12,536,438,3
R17,N,07/19/2025,13,542,421,3
R17,N,07/19/2025,14,483,422,4
R17,N,07/19/2025,15,463,398,3
R17,N,07/19/2025,16,547,374,5
R17,N,07/19/2025,17,433,771,4
R17,N,07/19/2025,18,491,830,4
